id,corporateholidayid,corporateholidayphotourl,esid,createdby,createddate,modifiedby,modifieddate,holidaydate,holidayenddate,holidayname,holidaystartdate,holidaystatus,holidaytype,isallday
39,COPHOL-1606103743013,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,7/31/2020,7/31/2020 23:59,HARI RAYA IDUL ADHA 1441 HIJRIAH,7/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
40,COPHOL-1606103743014,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,8/17/2020,8/17/2020 23:59,HARI KEMERDEKAAN RI,8/17/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
41,COPHOL-1606103743015,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/20/2020,8/20/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/20/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
42,COPHOL-1606103743016,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/21/2020,8/21/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
43,COPHOL-1606103743017,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/28/2020,10/28/2020 23:59,MAULID NABI MUHAMMAD SAW,10/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
44,COPHOL-1606103743018,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/29/2020,10/29/2020 23:59,MAULID NABI MUHAMMAD SAW,10/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
45,COPHOL-1606103743019,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:17,EMP-044515,,10/30/2020,10/30/2020 23:59,MAULID NABI MUHAMMAD SAW,10/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
46,COPHOL-1606103743020,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/24/2020,12/24/2020 23:59,HARI RAYA NATAL,12/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
47,COPHOL-1606103743021,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/25/2020,12/25/2020 23:59,HARI RAYA NATAL,12/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
48,COPHOL-1606103743022,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/28/2020,12/28/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
49,COPHOL-1606103743023,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/29/2020,12/29/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
50,COPHOL-1606103743024,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/30/2020,12/30/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
51,COPHOL-1606103743025,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/31/2020,12/31/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
52,COPHOL-1606103743026,,"{""esid"":""ES-1604912279682"",""essubcoID"":""SUBCO-160491227968259"",""esname"":""Bank Artha Graha Asia Afrika Bandung (KCI)""}",EMP-044515,11/25/2020 10:20,EMP-044515,,1/1/2021,1/1/2021 23:59,TAHUN BARU 2021 MASEHI,1/1/2021 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
53,COPHOL-1606103753001,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/1/2020,1/1/2020 23:59,TAHUN BARU 2020 MASEHI,1/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
54,COPHOL-1606103753002,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,1/25/2020,1/25/2020 23:59,TAHUN BARU IMLEK 2571 KONGZLI,1/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
55,COPHOL-1606103753003,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:10,EMP-044515,,3/22/2020,3/22/2020 23:59,ISRA' MIRAJ NABI MUHAMMAD SAW,3/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
56,COPHOL-1606103753004,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:11,EMP-044515,,3/25/2020,3/25/2020 23:59,HARI RAYA NYEPI TAHUN BARU SAKA 1941,3/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
57,COPHOL-1606103753005,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,4/10/2020,4/10/2020 23:59,WAFAT ISA AL-MASIH,4/10/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
58,COPHOL-1606103753006,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/1/2020,5/1/2020 23:59,HARI BURUH INTERNASIONAL,5/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
59,COPHOL-1606103753007,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:12,EMP-044515,,5/7/2020,5/7/2020 23:59,HARI RAYA WAISAK 2564,5/7/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
60,COPHOL-1606103753008,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/21/2020,5/21/2020 23:59,KENAIKAN ISA AL MASIH,5/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
61,COPHOL-1606103753009,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/22/2020,5/22/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/22/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
62,COPHOL-1606103753010,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:13,EMP-044515,,5/24/2020,5/24/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
63,COPHOL-1606103753011,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,5/25/2020,5/25/2020 23:59,HARI RAYA IDUL FITRI 1441 HIJRIAH,5/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
64,COPHOL-1606103753012,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,6/1/2020,6/1/2020 23:59,HARI LAHIR PANCASILA,6/1/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
65,COPHOL-1606103753013,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,7/31/2020,7/31/2020 23:59,HARI RAYA IDUL ADHA 1441 HIJRIAH,7/31/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
66,COPHOL-1606103753014,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:14,EMP-044515,,8/17/2020,8/17/2020 23:59,HARI KEMERDEKAAN RI,8/17/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
67,COPHOL-1606103753015,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/20/2020,8/20/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/20/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
68,COPHOL-1606103753016,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:15,EMP-044515,,8/21/2020,8/21/2020 23:59,TAHUN BARU ISLAM 1442 HIJRIAH,8/21/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
69,COPHOL-1606103753017,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/28/2020,10/28/2020 23:59,MAULID NABI MUHAMMAD SAW,10/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
70,COPHOL-1606103753018,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:16,EMP-044515,,10/29/2020,10/29/2020 23:59,MAULID NABI MUHAMMAD SAW,10/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
71,COPHOL-1606103753019,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:17,EMP-044515,,10/30/2020,10/30/2020 23:59,MAULID NABI MUHAMMAD SAW,10/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
72,COPHOL-1606103753020,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/24/2020,12/24/2020 23:59,HARI RAYA NATAL,12/24/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
73,COPHOL-1606103753021,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:18,EMP-044515,,12/25/2020,12/25/2020 23:59,HARI RAYA NATAL,12/25/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""LIBUR NASIONAL"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
74,COPHOL-1606103753022,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/28/2020,12/28/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/28/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
75,COPHOL-1606103753023,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/29/2020,12/29/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/29/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
76,COPHOL-1606103753024,,"{""esid"":""ES-1604913108186"",""essubcoID"":""SUBCO-160491310818648"",""esname"":""Bank Artha Graha Rivai Palembang (KCI)""}",EMP-044515,11/25/2020 10:19,EMP-044515,,12/30/2020,12/30/2020 23:59,PENGGANTI CUTI BERSAMA HARI RAYA IDUL FITRI 1441 HIJRIAH,12/30/2020 0:00,ACTIVE,"{""bizparKey"":""HOLSTAT-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""CUTI BERSAMA"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:39:47"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:40:03""},""bizparCategory"":""HOLIDAY_STATUS""}",TRUE
